url,title,content_type,author,date,tags,categories,text,description,companies,people,money,scraped_at
https://rb.ru/stories/chto-takoe-imei-telefona/,,stories,Владислав Афонин,"31 марта 2025, 12:32",,Истории,,"Что такое IMEI и зачем он нужен? Как узнать IMEI номер, что означают цифры и кто отвечает за ведение базы? Как самому найти телефон по IMEI? Способы для Android и iOS.",,,,2025-11-15T02:35:09.856772
https://rb.ru/stories/unlock-pattern/,,stories,Владислав Афонин,"14 июля 2025, 09:00",,Истории,,"Узнайте, почему графический ключ считается одним из самых ненадежных способов блокировки смартфона и какие альтернативы существуют — читайте в статье на RB.ru.",,,,2025-11-15T02:35:09.934039
https://rb.ru/stories/dogovor-cessii/,,stories,Владислав Афонин,"15 апреля 2025, 09:54",Бизнес,Истории,,"Узнайте, что такое договор цессии, его виды и ключевые требования по ГК РФ. Как заключается договор цессии, и как его можно расторгнуть — читайте в статье на RB.RU.",,,,2025-11-15T02:35:09.953469
https://rb.ru/stories/performance-paradox-learning-zone/,,stories,Елена Лиханова,"30 апреля 2025, 10:34",Карьера,Истории,,"Если сегодня ваша команда работает точно так же, как в прошлом месяце или в прошлом году, вероятно, она не становится лучше. Скорее наоборот: пока весь мир меняется, вы — нет.
Как поощрять культуру обучения без ущерба для результатов — читайте в материале.",,,,2025-11-15T02:35:09.982242
https://rb.ru/stories/th-biz/,,stories,Елена Лиханова,"27 августа 2024, 07:00",Маркетинг; Тренды; Бизнес,Истории,,"Тенденции и возможности в области бизнеса и маркетинга. Работа с сообществами, новый взгляд на инфлюенс-маркетинг, экологичность и устойчивое потребление.",,,,2025-11-15T02:35:10.008445
https://rb.ru/stories/avtopilot-na-zapisyah-maska/,,stories,Елена Лиханова,"09 июля 2025, 18:46",Технологии,Истории,,"Илон Маск известен авторитарным поведением и склонностью к микроменеджменту. Бывшие сотрудники Tesla рассказывают, что обучают автопилот на видео, снятых автомобилем CEO.",Tesla,Илон Маск,,2025-11-15T02:35:10.404254
https://rb.ru/stories/kriterii-malogo-predpriyatiya/,,stories,Владислав Афонин,"22 апреля 2025, 10:24",Бизнес,Истории,,"Что такое малое предприятие,  какие критерии и характеристики определяют малое предприятие, каковы преимущества и недостатки данного бизнеса - читайте в статье на RB.ru.",,,,2025-11-15T02:35:10.775558
https://rb.ru/stories/chto-takoe-bek-ofis/,,stories,Владислав Афонин,"17 марта 2025, 11:42",Бизнес,Истории,,"Бэк-офис: сравнение фронт-офиса, бэк-офиса, мидл-офиса, какое место занимает бэк-офис и когда бизнесу он нужен? Что можно в нем автоматизировать?",,,,2025-11-15T02:35:10.796649
https://rb.ru/stories/japan-app-for-cats/,,stories,Дарья Сидорова,"18 апреля 2025, 12:50",Искусственный интеллект; Технологии,Истории,,Благодаря мобильному приложению CatsMe! не придется лишний раз возить кошку к ветеринару. Нужно лишь сфотографировать питомца и с помощью ИИ приложение определит состояние его здоровья.,,,,2025-11-15T02:35:10.828081
https://rb.ru/stories/chto-takoe-biznes-inkubatory/,,stories,Владислав Афонин,"12 апреля 2025, 11:03",Бизнес,Истории,,"Узнайте о бизнес инкубаторах: их сущность, разновидности, функции и требования к резидентам. Статья поможет понять, как получить поддержку и расти в инновационной среде.",,,,2025-11-15T02:35:10.852206
https://rb.ru/stories/oplata-dlitelnogo-bolnichnogo/,,stories,Владислав Афонин,"29 апреля 2025, 15:41",Бизнес,Истории,,"Узнайте, как оплачивается длительный больничный лист после операции или при продолжительном лечении, какой порядок расчета, выплаты и особенности в 2025 году — читайте в статье на RB.ru.",,,,2025-11-15T02:35:10.894770
https://rb.ru/stories/how-to-think-rationally/,,stories,Владислав Афонин,"21 марта 2025, 22:07",,Истории,,"Узнайте, что такое рациональное мышление и как его развить. Подробнее про методы и формы рационального мышления, признаки и особенности, а также простые объяснения и советы по обучению рациональному мышлению — читайте в статье на RB.ru.",,,,2025-11-15T02:35:10.932012
https://rb.ru/stories/ai-boosts-creativity/,,stories,Елена Лиханова,"25 февраля 2025, 19:49",Искусственный интеллект; Технологии,Истории,,"Творческая деятельность не получает значительной помощи от искусственного интеллекта. Ученые выяснили, что при использовании чат-бота от OpenAI креативность росла на индивидуальном уровне, у тех, кто отличался творческими способностями. На коллективном уровне GenAI снижал разнообразие работ.",,,,2025-11-15T02:35:10.958014
https://rb.ru/stories/offer-questions/,,stories,Елена Лиханова,"30 апреля 2025, 10:34",Карьера,Истории,,Найти работу мечты и не разочароваться — задача непростая. Эти вопросы могут определиться с карьерными целями и избежать неприятных сюрпризов.,,,,2025-11-15T02:35:10.999621
https://rb.ru/stories/rabochij-den/,,stories,Владислав Афонин,"03 июня 2025, 11:38",Карьера; Бизнес,Истории,,"Как оформить работника на неполную ставку, провести расчет ставки для сотрудников, а также какие особенности следует учитывать при оформлении сотрудников на неполную занятость - читайте в статье на RB.ru.",,,,2025-11-15T02:35:11.375506
https://rb.ru/stories/china-drama-ai/,,stories,Дарья Васильева,"28 сентября 2024, 12:06",Искусственный интеллект; Технологии,Истории,,"ИИ пишет сценарий, снимает видео и создает спецэффекты. Технологии искусственного интеллекта «омолодили» Джеки Чана в недавнем фильме «Легенда».",Легенда,Джеки Чана,,2025-11-15T02:35:11.450070
https://rb.ru/stories/srednegodovaya-chislennost/,,stories,Владислав Афонин,"16 апреля 2025, 12:15",,Истории,,"Что такое среднегодовая численность работников, в чем ее отличие от средней численности и как рассчитать среднегодовую численность работников?",,,,2025-11-15T02:35:11.538078
https://rb.ru/stories/paris-syndrome/,,stories,Дарья Сидорова,"18 апреля 2024, 15:29",,Истории,,"Представьте, что впервые гуляете по Парижу, предвкушая прекрасные виды, но вместо этого обнаруживаете горы мусора на тротуарах. Некоторые даже теряют сознание от разочарования — это явление известно как парижский синдром, и в основном с ним сталкиваются путешественники из Японии.",,,,2025-11-15T02:35:11.587777
https://rb.ru/stories/neuralink-human-implants/,,stories,Дарья Сидорова,"31 марта 2025, 17:26",Технологии,Истории,,"В мае этого года Neuralink получила от FDA разрешение для клинических испытаний на людях, а в сентябре объявила о наборе первых добровольцев. По-видимому, компания Илона Маска уже готова проводить первые операции. В то же время американские издания привлекают внимание к тому, как тяжело сложилась судьба обезьян, на которых проводись первые эксперименты.",Илона,Илона Маска,,2025-11-15T02:35:11.667101
https://rb.ru/stories/chto-takoe-airdrop-gde-iskat/,,stories,Владислав Афонин,"29 марта 2025, 16:03",Деньги,Истории,,"Что такое airdrop и для чего проводят аирдроп криптовалют? Как принять участие в аирдропе, виды аирдропов и как не стать жертвой мошенников при участии в раздаче?",,,,2025-11-15T02:35:11.699848
https://rb.ru/stories/valyutnyj-platezh/,,stories,Владислав Афонин,"21 мая 2025, 13:20",Деньги; Бизнес,Истории,,"Узнайте, что такое валютный платеж, как его правильно оформить и провести, а также какие документы и требования необходимо учесть при международных расчетах — читайте в статье на RB.ru.",,,,2025-11-15T02:35:11.800103
https://rb.ru/stories/serial-position-effect/,,stories,Дарья Сидорова,"04 июля 2025, 15:14",Маркетинг; Бизнес,Истории,,"Помните ли вы, что ели вчера на обед? Возможно, вспомнить будет непросто, и это связано с тем, как работает наша память.
Лучше всего мы запоминаем то, что появляется в начале и в конце информационного блока. Это называется эффектом края. Вот как маркетологи могут его использовать.",,,,2025-11-15T02:35:12.461845
https://rb.ru/stories/tesla-mark/,,stories,Елена Лиханова,"31 марта 2025, 21:24",Стартапы; Бизнес,Истории,,"Tesla заставила индустрию серьезно отнестись к электромобилям и, что, возможно, более важно, создала им репутацию модного транспортного средства. Хотя компания продает меньше машин, чем ее конкуренты General Motors и Ford, на фондовом рынке она стоит в десятки раз дороже.
Очевидно, что Tesla и Маску известен секрет успеха, и многие хотели бы его узнать. Рассказываем о европейских стартапах, в которых работают выходцы из Tesla.",Ford; Tesla; General Motors,,,2025-11-15T02:35:12.628883
https://rb.ru/stories/startup-funding-in-q1-2024/,,stories,Дарья Сидорова,"14 ноября 2024, 15:46",Стартапы; Бизнес,Истории,,В Crunchbase проанализировали состояние рынка стартапов в первом квартале 2024 года и показали его в 11 диаграммах.,,,,2025-11-15T02:35:12.852822
https://rb.ru/stories/srednespisochnaya-chislennost-rabotnikov/,,stories,Владислав Афонин,"18 апреля 2025, 14:32",Бизнес,Истории,,"Узнайте, что такое среднесписочная численность работников, как её правильно рассчитать для организации или предприятия, а также почему этот показатель важен для бизнеса — читайте в статье на RB.ru.",,,,2025-11-15T02:35:12.880525
https://rb.ru/stories/heat-no-ac/,,stories,Владислав Афонин,"02 июля 2021, 14:08",,Истории,,"Узнайте, как охладить комнату или квартиру без кондиционера. Эффективные лайфхаки и методы охлаждения воздуха в жару — читайте в статье на RB.ru.",,,,2025-11-15T02:35:12.907106
https://rb.ru/stories/korporativnaya-baza-znanij/,,stories,Владислав Афонин,"24 июля 2025, 09:00",Бизнес,Истории,,"Что такое корпоративная база знаний и для чего она нужна? Как ей правильно пользоваться, как сделать работу с базой системной и необходимый набор инструментов для работы с ней.",,,,2025-11-15T02:35:12.932024
https://rb.ru/stories/weibo-losing-influencers/,,stories,Елена Лиханова,"18 февраля 2025, 09:46",,Истории,,"Weibo, WeChat и прочие социальные платформы Китая требуют, чтобы блогеры с большой аудиторией раскрывали свои настоящие имена.
Некоторые инфлюенсеры уже начали удалять подписчиков, а другие сообщили об уходе из социальных сетей.",,,,2025-11-15T02:35:12.994584
https://rb.ru/stories/ice-trend-luxury/,,stories,Елена Лиханова,"02 июля 2025, 16:07",Тренды,Истории,,"Рекордно жаркое лето и изменения потребительских предпочтений превратили лед в элемент дизайна и роскоши.
Речь не только о латте со льдом: теперь главным украшением вечеринок становятся ледяные скульптуры, а для охлаждения коктейлей во время круиза ловят небольшой айсберг. Вот как на это реагируют бренды.",,,,2025-11-15T02:35:13.009561
https://rb.ru/stories/chto-takoe-endaument-fond/,,stories,Владислав Афонин,"16 июля 2024, 19:50",Бизнес,Истории,,"Узнайте, что такое эндаумент-фонд, как он функционирует и какие цели преследует. Объяснение, цели, организация и развитие эндаументов — читайте в статье на RB.RU.",,,,2025-11-15T02:35:13.210528
https://rb.ru/stories/toxic-productivity/,,stories,Елена Лиханова,"15 апреля 2025, 07:43",Карьера,Истории,,"Токсичное стремление к продуктивности наносит психологический и финансовый ущерб. С этим сталкиваются 8 из 10 работников. Как поддержать команду и снизить тревожность, читайте на RB.ru.",,,,2025-11-15T02:35:13.230519
https://rb.ru/stories/otkazatsya-ot-komandirovki/,,stories,Владислав Афонин,"29 мая 2025, 10:01",,Истории,,"Узнайте о правовых аспектах отказа от командировки, когда работник имеет право отказать, какие причины являются уважительными и как действовать в соответствии с законом — читайте в статье на RB.ru.",,,,2025-11-15T02:35:13.328079
https://rb.ru/stories/kak-vernut-strahovku-po-kreditu/,,stories,Владислав Афонин,"16 мая 2025, 08:00",Деньги; Банки,Истории,,"Как вернуть страховку по кредиту? Какие страховки подлежат возврату, необходимые документы и образцы заявления.",,,,2025-11-15T02:35:13.367670
https://rb.ru/stories/chat-menedzher/,,stories,Владислав Афонин,"30 апреля 2025, 10:34",Карьера,Истории,,"Кто такой чат-менеджер и что такое чат-менеджмент? Качества и обязанности специалиста, плюсы и минусы профессии и сколько зарабатывает чат-менеджер?",,,,2025-11-15T02:35:13.397893
https://rb.ru/stories/analiz-fhd-organizacii/,,stories,Владислав Афонин,"16 мая 2025, 08:00",Бизнес,Истории,,"Что такое анализ финансово хозяйственной деятельности? Цели анализа, методики, этапы и показатели анализа финансово-хозяйственной деятельности.",,,,2025-11-15T02:35:13.454324
https://rb.ru/stories/kak-borotsya-s-absenteizmom/,,stories,Владислав Афонин,"30 апреля 2025, 10:34",,Истории,,Как бороться с абсентеизмом в коллективе и почему он возникает? Как определить уровень абсентеизма и как он влияет на коллектив?,,,,2025-11-15T02:35:13.743724
https://rb.ru/stories/zakupochnaya-logistika/,,stories,Владислав Афонин,"10 июля 2025, 17:47",Деньги; Бизнес,Истории,,"Что такое закупочная логистика и какие ключевые цели она преследует, какие функции закупочной логистики, а также основные этапы логистики — читайте в статье на RB.ru.",,,,2025-11-15T02:35:13.788732
https://rb.ru/stories/upravlenie-dpo/,,stories,Владислав Афонин,"22 апреля 2025, 12:38",Бизнес,Истории,,"Способы управления денежными средствами, виды финансовых потоков организации, методы анализа и способы планирования — читайте в статье на RB.ru.",,,,2025-11-15T02:35:14.214057
https://rb.ru/stories/lottery-coffee/,,stories,Елена Лиханова,"03 апреля 2025, 16:27",Бизнес,Истории,,"Открыть кофейню и зарабатывать на кофе всё сложнее: рынок насыщен, а покупатель искушен. Возможно, китайским предпринимателям удалось решить проблему. О необычных бизнес-идеях читайте на RB.ru.",,,,2025-11-15T02:35:14.271852
https://rb.ru/stories/chto-takoe-hold/,,stories,Владислав Афонин,"22 апреля 2025, 12:38",Деньги; Бизнес,Истории,,"Что такое холд, где применяется и его сроки. От чего защищает холдирование и можно ли работать без холда?",,,,2025-11-15T02:35:14.308780
https://rb.ru/stories/verbatim-effect-ideas/,,stories,Елена Лиханова,"30 апреля 2025, 12:40",Маркетинг; Бизнес,Истории,,"Человеческий мозг любит простые пути. Один из способов сделать информацию запоминающейся — упростить и упорядочить информацию. Это явление называется эффектом дословности.
Его механизм подробнее объясняется в этом исследовании. Но если у вас мало времени и вы просто хотите понять, как использовать это когнитивное искажение в маркетинге, изучите следующие советы.",,,,2025-11-15T02:35:14.469921
https://rb.ru/stories/slepota-nevnimaniy/,,stories,Дарья Васильева,"18 июня 2025, 14:37",Маркетинг; Бизнес,Истории,,"Маркетинговые лайфхаки по улучшению текстов и креативов, чтобы пользователи прочитывали их до конца, а не пролистывали в ленте.",,,,2025-11-15T02:35:14.551089
https://rb.ru/stories/focusing-illusion/,,stories,Дарья Сидорова,"04 июля 2025, 15:14",Маркетинг,Истории,,"При принятии решений мы склонны учитывать информацию, которую заметили в первую очередь. Так работает иллюзия фокусировки. Рассказываем, как использовать этот эффект, чтобы повысить конверсию.",,,,2025-11-15T02:35:14.576075
https://rb.ru/stories/killer-feature/,,stories,Владислав Афонин,"30 апреля 2025, 12:40",Маркетинг; Бизнес,Истории,,"Узнайте, что такое killer feature, почему она важна для успеха продукта или услуги, и как создать такую уникальную функцию для вашего бизнеса — читайте в статье на RB.ru.",,,,2025-11-15T02:35:14.658854
https://rb.ru/stories/imidzh/,,stories,Владислав Афонин,"30 апреля 2025, 10:34",Карьера; Бизнес,Истории,,"Узнайте, как создать и развить личный и профессиональный имидж. Пошаговые рекомендации по созданию положительного образа, который подчеркнет вашу индивидуальность и поможет в достижении целей — читайте в статье на RB.RU.",,,,2025-11-15T02:35:14.763370
https://rb.ru/stories/elektronnoe-podpisanie-dokumentov/,,stories,Никита Стаценко,"17 июля 2025, 15:00",Технологии; Бизнес,Истории,,"Бумажный документооборот ассоциируется с тратой времени, бюрократией, ответственностью за сохранность бумаг, ведением огромного архива. Однако цифровизация затронула все сферы, и во взаимодействии бизнеса с клиентами, подрядчиками, сотрудниками и государством больше таких проблем нет: практически все документы можно подписывать с помощью электронной подписи. 
Вместе с сервисом Сайн.Клик от IT-разработчика Sign.Me на конкретных примерах рассматриваем трудности, с которыми сталкиваются компании, не использующие электронную подпись в работе с физлицам, и предлагаем решение проблем.
",Sign.Me; Сайн; Сайн.Клик,,,2025-11-15T02:35:15.022100
https://rb.ru/stories/kak-napisat-horoshij-otzyv/,,stories,Владислав Афонин,"03 апреля 2025, 16:27",Маркетинг; Бизнес,Истории,,"Что такое хороший отзыв и как правильно его составить? Из чего состоит хороший отзыв, как правильно составить и написать отзыв и примеры продающих отзывов.",,,,2025-11-15T02:35:15.221494
https://rb.ru/stories/obrazovanie-budushego-cifrovizaciya-ai/,,stories,Владислав Афонин,"03 июня 2021, 14:44",Искусственный интеллект; Технологии,Истории,,"Анализ текущего состояния и перспектив развития системы образования в России.  Обсуждение вызовов и возможностей, связанных с цифровизацией, глобализацией и меняющимся рынком труда — читайте в статье на RB.ru.",,,,2025-11-15T02:35:15.420283
https://rb.ru/stories/iniciativnost-na-rabote/,,stories,Владислав Афонин,"30 апреля 2025, 10:34",,Истории,,"Что такое инициативность, какие в ней плюсы и как развивать инициативность у сотрудников? Условия, способствующие проявлению инициативности и управление инициативой.",,,,2025-11-15T02:35:15.507059
https://rb.ru/stories/red-velvet/,,stories,Дарья Сидорова,"04 июля 2025, 15:14",Маркетинг; Бизнес,Истории,,"Знали ли вы, что «Красный бархат» — это просто шоколадный торт с красным красителем и сливочной глазурью? Это применимо и к маркетингу: даже если продукт не уникален, можно сделать так, чтобы он выделялся.",Красный бархат,,,2025-11-15T02:35:15.643300
https://rb.ru/stories/6-common-interview-questions/,,stories,Дарья Сидорова,"24 июля 2025, 09:00",Карьера,Истории,,"Для многих людей собеседование — серьезное испытание: нужно не только быстро отвечать на вопросы, но и производить положительное впечатление. Поэтому стоит заранее выяснить, какие темы будут обсуждаться.
Тимоти Колин Бедналл, доцент кафедры менеджмента Технологического университета Суинберна, рассказала, как отвечать на шесть типов вопросов, которые часто задают кандидатам.",,Тимоти Колин,,2025-11-15T02:35:15.706700
https://rb.ru/stories/analiz-tehnicheskij-i-fundamentalnyj/,,stories,Владислав Афонин,"29 марта 2025, 16:03",,Истории,,"Что такое анализ криптовалют и зачем он нужен? Что такое технический анализ и фундаментальный анализ, чем они отличаются, их преимущества и недостатки.",,,,2025-11-15T02:35:15.724488
https://rb.ru/stories/perfect-nap/,,stories,Владислав Афонин,"17 марта 2025, 19:47",,Истории,,"Узнайте, сколько должен длиться дневной сон, в какое время лучше спать и как правильно вздремнуть днем, чтобы повысить продуктивность и избежать сонной инерции. Полезные советы и правила идеального дневного отдыха — читайте в статье на RB.ru.",,,,2025-11-15T02:35:15.905325
https://rb.ru/stories/exit-interview/,,stories,Владислав Афонин,"14 июля 2025, 09:00",Карьера; Бизнес,Истории,,"Что такое прощальное интервью, какие вопросы чаще всего задают во время увольнения и как на них правильно ответить — читайте в статье на RB.RU.",,,,2025-11-15T02:35:15.962297
https://rb.ru/stories/granty-dlya-eksporterov-moskvy/,,stories,Никита Стаценко,"12 декабря 2023, 13:31",Бизнес,Истории,,"Для экспортеров Москвы продолжается первая в этом году заявочная кампания на финансовую помощь в размере 10% от размера экспортного контракта. На гранты могут рассчитывать общества с ограниченной ответственностью и индивидуальные предприниматели Москвы, заключившие внешнеторговый договор на сумму более 6 млн рублей. Размер выплаты может составить до 10 млн рублей. Подать заявку можно на сайте до 7 ноября 2023 года. 
",,,6 млн ₽; 10 млн ₽,2025-11-15T02:35:15.995229
https://rb.ru/stories/priznaki-chto-pora-uvolnyatsya/,,stories,Владислав Афонин,"16 апреля 2025, 12:16",Карьера,Истории,,"Основные признаки, которые говорят о том, что пора увольняться с работы. Советы по анализу ситуации и принятию решения об увольнении — читайте в статье на RB.ru.",,,,2025-11-15T02:35:16.022744
https://rb.ru/stories/euro-2024-tech/,,stories,Дарья Сидорова,"30 марта 2025, 19:14",Технологии,Истории,,"Чемпионат Европы по футболу (Евро-2024) — площадка, где используются новейшие технологии в области спорта. Рассказываем, какие устройства улучшают опыт игроков и судей.",,Чемпионат Европы,,2025-11-15T02:35:16.150786
https://rb.ru/stories/denezhnaya-massa/,,stories,Владислав Афонин,"16 мая 2025, 08:00",Деньги; Банки,Истории,,"Деньги — это основа экономики, а их общее количество в обращении влияет на формирование цен, уровень инфляции и экономический рост. Это количество называют денежной массой. Этот термин включает в себя все деньги, которые доступны для обмена, покупки товаров и услуг. В статье рассмотрим, что такое денежная масса и какие факторы на нее влияют. Поможем лучше ориентироваться в финансовых вопросах и видеть, как изменения в экономике влияют на повседневную жизнь.",,,,2025-11-15T02:35:16.259378
https://rb.ru/stories/us-miners-get-paid-to-stop-working/,,stories,Дарья Сидорова,"18 июня 2025, 12:31",Бизнес,Истории,,"Этим летом США столкнулись с аномальной жарой — особенно пострадали южные штаты, в том числе Техас. Миллионы людей спасаются с помощью кондиционеров, что сильно нагружает электросети. И местные майнеры нашли способ заработать на этом.
Только в августе ERCOT, крупнейший поставщик электроэнергии в Техасе, предоставил криптокомпании Riot Platforms энергетические кредиты на сумму $31,7 млн — лишь за то, что та сократила энергопотребление в период жары.",Riot,,31.7 млн $,2025-11-15T02:35:16.296446
https://rb.ru/stories/user-journey-map-i-user-flow/,,stories,Елена Лиханова,"03 апреля 2025, 16:27",Бизнес,Истории,,"Разница между понятиями, что они включают и для чего нужны.",,,,2025-11-15T02:35:16.442258
https://rb.ru/stories/schet-faktura-na-avans/,,stories,Владислав Афонин,"18 апреля 2025, 14:32",Бизнес,Истории,,"Что такое счет-фактура на аванс, как правильно заполнять и когда авансовую счет-фактуру можно не выставлять? Читайте полную статью на RB.ru.",,,,2025-11-15T02:35:16.592688
https://rb.ru/stories/teoriya-ogranichenij-goldratta/,,stories,Владислав Афонин,"12 апреля 2025, 11:03",Бизнес,Истории,,"Что такое теория ограничений Голдратта? Определение теории, прикладная и фундаментальная части, управление изменениями при трансформации бизнеса.",,,,2025-11-15T02:35:16.674656
https://rb.ru/stories/rejuvenation-olympics/,,stories,Елена Лиханова,"20 июня 2025, 16:17",,Истории,,"Похоже, что вместе с богатством и влиянием приходит и ненасытное желание конкурировать — будь то полет на шаттле к краю космоса, покупка самой большой яхты или вызов на бой в клетке.
Новый этап в соперничестве — Олимпиада по омоложению (Rejuventaion Olympics), онлайн-рейтинг, запущенный технологическим миллионером Брайаном Джонсоном в начале этого года.",,Брайаном Джонсоном,,2025-11-15T02:35:16.705434
https://rb.ru/stories/chto-takoe-ii-piar/,,stories,Дарья Васильева,"06 июня 2025, 12:39",Маркетинг; Искусственный интеллект; Бизнес,Истории,,"Иногда упоминание нейросетей — чистый пиар. Многие компании заявляют о применении ИИ, чтобы заинтересовать покупателей. Как это может повлиять на бизнес, читайте на RB.ru.",,,,2025-11-15T02:35:16.735020
https://rb.ru/stories/gamers-pretty-healthy/,,stories,Елена Лиханова,"20 июня 2025, 16:17",,Истории,,"Похоже, пора оставить стереотипы о геймерах в прошлом. Новые данные показывают, что среднестатистический любитель видеоигр — довольно здоровый человек, который не увлекается фаст-фудом и даже занимается спортом.",,,,2025-11-15T02:35:16.855722
https://rb.ru/stories/clothing-photo/,,stories,Владислав Афонин,"16 июля 2025, 11:32",Бизнес,Истории,,Какое оборудование понадобится для съемки одежды и как фотографировать одежду для интернет-магазина — читайте в статье на RB.ru.,,,,2025-11-15T02:35:16.900799
https://rb.ru/stories/what-is-kyc-and-aml/,,stories,Владислав Афонин,"13 февраля 2025, 18:20",Технологии,Истории,,"Узнайте, что такое AML и KYC, их значение в банковской системе и криптовалютах. Подробная инструкция по прохождению KYC верификации в России в 2025 году и советы по проверке AML — читайте в статье на RB.ru.",,,,2025-11-15T02:35:17.093720
